vertex_1,vertex_2,diameter,length,flow_rate,rbc_velocity,ht,rbc_probability
1149,1161,3.2002384662e-06,1.4170843917394794e-05,1.0047047845787565e-18,1.3673177905311977e-07,0.3,0.16794863931095808
1150,6580,3.3350577354e-06,0.0001317590561845,-5.735122023356559e-18,-7.307094438284366e-07,0.3,0.23984123292315623
1150,1215,3.9657196998e-06,1.841348460451408e-05,-1.5040219560302124e-17,-1.447202167881584e-06,0.3,0.7465569963503345
1151,1378,3.836083889e-06,7.452885380721516e-05,-3.182556142470479e-18,-3.2337543954268533e-07,0.3,0.15552073798168464
1151,1976,3.4125959874e-06,0.0001973305145109,-1.0853824681307186e-17,-1.3328445760509578e-06,0.3,0.860071861550515
1152,1723,6.515135765e-06,0.0001268712705998,-1.1091552580037495e-16,-4.517593576587923e-06,0.3,0.13702161396719112
1153,1350,3.2535440922e-06,6.539011797183622e-05,-1.4201297855050016e-17,-1.8824071255341795e-06,0.3,0.3288707034928801
1153,1285,4.7201538086e-06,3.41912947186366e-05,-4.738350472785682e-17,-3.4076449642429378e-06,0.3,0.6697459594454815
1154,1202,3.7149527072e-06,1.604575930655364e-05,-1.9651507069309706e-17,-2.1039641938014923e-06,0.3,1.0
1155,1236,2.952998399799999e-06,4.343733519410788e-05,-7.707245824339955e-18,-1.191755745180903e-06,0.3,0.20409245820143768
1155,1202,3.3204827308e-06,1.4902894724963673e-05,-1.9158944905347773e-18,-2.458208075077402e-07,0.3,0.783640212623186
1156,1437,4.6089692116e-06,5.6656125291633365e-05,2.4291786943211362e-18,1.819120710195695e-07,0.3,1.0
1157,6582,8.6136188508e-06,5.214480645422395e-05,9.972804074319044e-16,2.4042938305251904e-05,0.3,0.3333333333333333
1157,1274,4.4989748002e-06,5.041542647714805e-05,-1.3636047466571376e-16,-1.0636752724872292e-05,0.3,0.3333333333333333
1157,1336,7.772634983e-06,4.3287671035813904e-05,-8.609199327661904e-16,-2.5252785101802226e-05,0.3,0.3333333333333333
1158,1731,3.7579767704e-06,0.0001302991353867,-2.0760965029576505e-17,-2.1814902215087883e-06,0.3,1.0
1159,1234,5.9380273818e-06,1.880651840778636e-05,-3.8593182493268878e-16,-1.859069366272696e-05,0.3,1.0
1160,1174,3.8012275696e-06,6.623972485568322e-05,-7.64801138393096e-18,-7.887744243720276e-07,0.3,0.3333333333333333
1160,1445,2.9685440064000005e-06,0.0001206120628567,3.8062712749099295e-18,5.836832313686786e-07,0.3,0.3333333333333333
1160,1538,3.726159811e-06,8.594379632744728e-05,3.841740109021277e-18,4.093015443532912e-07,0.3,0.3333333333333333
1161,1772,4.092287063599999e-06,0.0001492341381937,-1.581040390392212e-17,-1.444529258459526e-06,0.3,1.0
1162,1525,3.9026691914e-06,7.8701155640328e-05,-4.3420170484508175e-18,-4.289345341296722e-07,0.3,1.0
1163,1276,2.9804992676e-06,0.0001304816365849,7.266327396151857e-18,1.107204140943501e-06,0.3,0.31744438870987707
1163,1746,4.2324447632e-06,0.0001424193622935,-3.89927668485516e-17,-3.3690701350632524e-06,0.3,0.6778977357880456
1164,1224,3.2685770988e-06,1.3974691494688164e-05,-3.3719444387977374e-18,-4.436785140965667e-07,0.3,1.0
1165,1194,2.4615521430000004e-06,1.4999271042140986e-05,-2.7677724593537912e-18,-5.815973546485139e-07,0.3,0.13325919492798521
1165,1194,2.9807324409999995e-06,1.4999271042140986e-05,-9.747026979626129e-18,-1.4850158438168978e-06,0.3,0.1588198291656028
1166,1604,3.3358302115999995e-06,0.0001472436086009,4.0389519868200037e-17,5.144103414204302e-06,0.3,0.09473341924366094
1167,1196,3.2016487122e-06,1.1438793109825916e-05,-3.505408601188064e-17,-4.767214033453816e-06,0.3,1.0
1167,1196,3.0244882106e-06,9.388905057061258e-06,-2.9312441800842946e-17,-4.363949253185248e-06,0.3,1.0
1168,1379,3.8806431294e-06,5.6354610101468365e-05,-1.82203300509851e-17,-1.8166974092030083e-06,0.3,1.0
1169,1488,3.4126470088e-06,0.0001341131823291,1.9305217043556707e-18,2.3706146763818867e-07,0.3,0.24467091206275943
1169,1740,4.0864634514e-06,0.0001450659651068,-4.05509747268932e-17,-3.7137018785014142e-06,0.3,0.7418606798555338
1170,1206,2.9739377498e-06,1.541348460451408e-05,-1.833538986840575e-18,-2.8036190860948546e-07,0.3,0.30332169607453086
1171,1480,3.7073168754e-06,6.974764390474064e-05,-3.454793610932403e-17,-3.711222085434386e-06,0.3,1.0
1172,1250,3.6061944962e-06,2.055974897445605e-05,-4.3186077966781844e-17,-4.851929424165756e-06,0.3,1.0
1173,1435,3.3743431568000005e-06,9.656096188923104e-05,-8.93255738579034e-18,-1.1169361361687618e-06,0.3,0.16766974564046044
1173,1518,3.3053660392e-06,7.150160342926937e-05,-7.581387890365777e-18,-9.798654006734968e-07,0.3,0.8349611181317114
1174,1706,3.7556145192e-06,0.0001813502363543,-8.839842580138957e-18,-9.298116535314566e-07,0.3,0.15106912469367423
1174,1301,3.3204827308e-06,3.226649127671309e-05,1.1918311962077877e-18,1.5291912394556585e-07,0.3,0.8654858541413984
1175,1176,4.1081786156e-06,1.9170843917394792e-05,6.943182290955106e-17,6.303156711850525e-06,0.3,0.14724786648055177
1178,1458,3.841640234e-06,7.497517545160408e-05,-4.720196371366316e-17,-4.784798461604684e-06,0.3,1.0
1179,1193,3.8440959454e-06,5.641202668879605e-05,-7.909139736969799e-17,-8.0090159832478e-06,0.3,0.19355467836315143
1179,1192,3.8836405278e-06,3.348795220473156e-05,5.39588835046505e-17,5.373289142926852e-06,0.3,0.8052761608687952
1180,1809,3.9813969136e-06,0.0001437666367902,-2.352416735096452e-17,-2.248908702680372e-06,0.3,1.0
1181,1237,2.919293642e-06,2.15132607100434e-05,9.231612273921985e-18,1.4536339278879742e-06,0.3,0.16314939387864175
1181,1198,2.9760103226e-06,1.1438793109825916e-05,-2.7562020041655952e-18,-4.209792347239358e-07,0.3,0.8343851041765628
1182,1955,3.678078413e-06,0.0001943529071848,-8.738994013700806e-18,-9.509132400331562e-07,0.3,0.1545754369745572
1182,2136,3.3269970418e-06,0.0002202818393729,-8.819880842833352e-18,-1.1280993615568405e-06,0.3,0.8587947997438435
1183,6579,4.593460082999999e-06,4.6141406665871934e-05,-9.70648555246438e-18,-7.310414782851931e-07,0.3,0.18050223544330204
1184,6578,3.4109396934e-06,2.377781011412252e-05,-2.086216154629846e-17,-2.5638614954981828e-06,0.3,1.0
1185,1244,3.320255518e-06,1.3706742302257038e-05,-7.24892980416788e-18,-9.301832375106592e-07,0.3,1.0
1186,1354,5.0079174042e-06,4.12876710358139e-05,-5.740176583340911e-17,-3.730146157543088e-06,0.3,1.0
1187,1228,2.4585814476e-06,5.294792507365829e-05,-4.0632234956374815e-18,-8.558775395906074e-07,0.3,0.13309469864962656
1187,1228,2.4741356372e-06,1.270674230225704e-05,-1.766491216224349e-17,-3.674299817255212e-06,0.3,0.13395348719544387
1188,1230,2.464496851e-06,1.0803118619434352e-05,-6.712826502390696e-18,-1.407210302988113e-06,0.3,0.3940718068161947
1188,1728,3.978148222e-06,0.000139329785553,-2.680682898809981e-18,-2.566174034251702e-07,0.3,0.6295453160311251
1189,6555,3.3821766376e-06,0.0001715478466927,1.890620369409457e-17,2.355276033626006e-06,0.3,0.2608508906437355
1189,1313,4.2133555412e-06,2.7363596551749417e-05,-2.6760105377847458e-17,-2.3295882261989693e-06,0.3,0.7256812888484202
1190,1423,4.4657344818e-06,4.675250160881068e-05,-2.4316809475950137e-17,-1.9206535409315047e-06,0.3,0.1789640672789469
1191,1575,3.7117567062e-06,0.0001360085485195,-3.1233210301013026e-17,-3.3486263425866856e-06,0.3,0.18967330310438382
1191,1729,3.751876831e-06,0.000148108324625,-3.189645957238512e-17,-3.3604471835060685e-06,0.3,0.8090761288650559
1193,6592,4.2115459442e-06,4.533828804643758e-05,-2.0302340947618447e-16,-1.76867330666605e-05,0.3,1.0
1194,1346,3.3053660392e-06,5.182284046281714e-05,-1.2514799438979988e-17,-1.6174899825674183e-06,0.3,1.0
1195,1289,2.459624052e-06,5.814067770801292e-05,3.650208805972168e-18,7.682284113762443e-07,0.3,0.13315245643352422
1195,1289,6.099056243799999e-06,2.136359655174942e-05,2.123278980077492e-15,9.7481115122044e-05,0.3,0.23701659378213238
1196,1395,4.3445630074e-06,5.6286942077954895e-05,-6.436652781272414e-17,-5.324052530172644e-06,0.3,1.0
1197,6570,5.0559487342e-06,7.957607102948683e-05,1.2728124800408174e-16,8.135979845438649e-06,0.3,0.3333333333333333
1197,1535,3.8720207214e-06,7.801486413931275e-05,-5.3358126268544534e-17,-5.339596569455555e-06,0.3,0.3333333333333333
1197,1284,4.7375469208e-06,2.25132607100434e-05,-7.392312173553751e-17,-5.283085278429105e-06,0.3,0.3333333333333333
1198,1322,4.404456138599999e-06,3.604843013704663e-05,-2.51425040892415e-18,-2.0325003476321288e-07,0.3,1.0
1060,1199,5.8371977806e-06,3.270674230225703e-05,5.031633607634069e-16,2.4991293451888923e-05,0.3,1.0
1061,1199,5.8371977806e-06,2.7878315177510843e-05,5.903095029825154e-16,2.931969846550806e-05,0.3,1.0
1199,1812,6.5274796486e-06,0.0001404200912514,1.093472863745921e-15,4.438339816193475e-05,0.3,1.0
1200,6583,2.459624052e-06,1.3949382989376326e-05,-1.4570015814454222e-19,-3.0664273464443193e-08,0.3,0.13315245643352422
1200,6583,3.7579767704e-06,1.4585057479767892e-05,-2.257326720731413e-18,-2.371920650610781e-07,0.3,0.1876106654193561
1201,1397,4.495557785e-06,4.350913196383238e-05,-1.772784136449069e-17,-1.3846254336852237e-06,0.3,1.0
1202,1386,4.0482516288e-06,4.691921677999446e-05,-2.156740155984477e-17,-2.006048159107882e-06,0.3,1.0
1203,1383,3.978019476e-06,4.3116098160560096e-05,-1.9717785522056694e-17,-1.8876519326105852e-06,0.3,1.0
1204,6584,2.9623875618e-06,4.0926745314557474e-05,9.060522948481097e-18,1.3939863022731226e-06,0.3,0.3333333333333333
1204,1240,2.9806566238e-06,9.7566303550217e-06,2.9898369755617764e-17,4.555372829239909e-06,0.3,0.3333333333333333
1205,1620,3.3204827308e-06,0.0001301158531596,6.472495785202454e-18,8.304602097711555e-07,0.3,0.18053907882420672
1205,1351,3.3969807624e-06,4.9608908069361685e-05,1.2340429379571688e-17,1.526597225043866e-06,0.3,0.8167143614648109
1207,1695,3.3935058116e-06,0.0001500830161197,-2.64730546484742e-17,-3.2802848343898744e-06,0.3,0.16867044155545582
1207,1563,3.3269970418e-06,0.0001144994165556,-9.141598890646626e-18,-1.1692484349748076e-06,0.3,0.833842684348735
1208,1309,3.2674906254e-06,2.2924074484064488e-05,-1.3376366719835729e-17,-1.76098967322999e-06,0.3,1.0
1209,1648,3.3204827308e-06,0.0001060640232342,-2.1527256012027322e-17,-2.7620766605082285e-06,0.3,0.22839797275547152
1209,1330,3.8455007076e-06,2.52672202345721e-05,-2.464291316293299e-17,-2.4939201769436395e-06,0.3,0.7587442183233458
1210,1906,3.9559252262e-06,0.0001700584365722,-2.051763345220668e-17,-1.982289900619324e-06,0.3,0.23851940960472143
1210,1319,4.517797947e-06,3.1141406665871935e-05,-5.375153161081193e-17,-4.163467490891061e-06,0.3,0.750756469980914
1211,1327,5.4693551064e-06,3.145924391106772e-05,-2.579445267559331e-17,-1.4377241175602184e-06,0.3,0.3559445577978197
1211,1469,8.692070961000001e-06,5.4701884598187e-05,-8.570043719844515e-16,-2.0303254800934487e-05,0.3,0.6525205841582837
1212,1448,4.3515667916e-06,5.831905015997074e-05,-1.2659841658166257e-17,-1.0443358216472557e-06,0.3,1.0
1213,1233,3.7579767704e-06,6.974691494688162e-06,-7.855829949644776e-18,-8.254633728524485e-07,0.3,0.1876106654193561
1213,1233,3.2468049526e-06,1.60956473593183e-05,-1.3091554567391136e-18,-1.7410628021453735e-07,0.3,0.16977450027219157
1214,1248,2.475660801e-06,4.124118277140125e-05,1.6831819199595898e-18,3.496704204224352e-07,0.3,0.4516201423235905
1214,1343,4.399289608e-06,3.2166715171183765e-05,-4.625184507809487e-17,-3.746330469580028e-06,0.3,0.6016459399555103
1215,1259,4.0949225426e-06,1.7538569215355234e-05,-9.666306184372456e-18,-8.822296371393953e-07,0.3,0.1380638548730341
1215,1293,3.2724721432e-06,2.155974897445605e-05,-5.3739133759302756e-18,-7.057523034057379e-07,0.3,0.8925974069680428
1216,1271,2.9828383922e-06,7.709418944360026e-05,-2.328669648020329e-17,-3.543895342173391e-06,0.3,0.3924831825921505
1216,1296,4.904075622599999e-06,2.7438064151966905e-05,-5.834323832119774e-18,-3.930474322402786e-07,0.3,0.6311794145034604
1217,1253,4.4940185546e-06,8.388905057061256e-06,-8.169708105219284e-17,-6.384597200785703e-06,0.3,0.25713491886835854
1217,1461,5.2636756896e-06,5.243393540575588e-05,-2.404129363031819e-16,-1.4330256670227127e-05,0.3,0.7324597858932647
1218,1298,3.7088890076e-06,2.282769816688717e-05,-4.3776613404463275e-17,-4.699349748212337e-06,0.3,0.32060028125502577
1218,1601,5.2676463128e-06,8.243320644789687e-05,-6.865799422972438e-17,-4.087109449271164e-06,0.3,0.6756585245380391
1219,6568,3.978148222e-06,1.407446760021748e-05,3.3726191958206944e-17,3.2285533703281206e-06,0.3,0.2238871508145047
1219,1759,4.3523230552e-06,0.0001338698126841,-2.9864450829176135e-17,-2.4628624121186517e-06,0.3,0.767789416119966
1220,1335,4.052322864599999e-06,2.394938298937632e-05,-3.192573002557219e-17,-2.9645859109543803e-06,0.3,0.23573245942479984
1221,1394,3.7216598988e-06,6.066146695261935e-05,-2.1725388089171656e-17,-2.3191902176265585e-06,0.3,0.16007096467072526
1221,1557,3.4137833118e-06,7.414067770801291e-05,-2.2057049342499784e-17,-2.7070826687016843e-06,0.3,0.8512817594701048
1222,1229,4.1081786156e-06,5.143393540575588e-05,3.626390546800029e-18,3.292108280756314e-07,0.3,0.3333333333333333
1222,1229,2.4624385834e-06,2.5484552416379552e-05,2.6062492774457063e-19,5.472619527118575e-08,0.3,0.3333333333333333
1222,1995,3.413125515e-06,0.0001638418333483,-3.88701547454462e-18,-4.772047634936693e-07,0.3,0.3333333333333333
1223,1436,4.3493933678e-06,6.009758923195228e-05,2.5802862738227055e-17,2.130310051328559e-06,0.3,1.0
1224,1372,3.7086024284e-06,4.088025705014482e-05,-1.0777402928973832e-17,-1.157082338990604e-06,0.3,1.0
1225,1261,3.200948e-06,1.3902894724963672e-05,-3.2477731918792086e-17,-4.418381605820024e-06,0.3,0.18407430269557346
1225,6576,3.3469686508e-06,7.506815198042941e-05,-1.0356934790671285e-17,-1.3120596411303613e-06,0.3,0.8106536856232038
1226,1578,3.3207731246e-06,7.93867181834842e-05,-2.6356027855539106e-17,-3.381163923930023e-06,0.3,0.48018572919125657
1226,1266,6.853009700799999e-06,1.0756630355021698e-05,-4.566748514393498e-16,-1.695080217323729e-05,0.3,0.5976525784413091
1227,6577,3.4715163708e-06,3.2070338854006455e-05,-5.444623505726968e-17,-6.504487856749053e-06,0.3,0.15049685864768722
1227,1254,3.179437399e-06,2.0631545744180546e-05,1.8637704275667152e-17,2.5629262265941903e-06,0.3,0.8612875181687095
1228,2035,3.7486784458e-06,0.0001781759926485,-2.1728135657880888e-17,-2.292345451819666e-06,0.3,1.0
1229,1413,3.3103797436e-06,6.333343034236753e-05,3.887015474544471e-18,5.011652581980216e-07,0.3,1.0
1230,1365,3.618551731200001e-06,6.89717756632521e-05,-2.531988285587894e-18,-2.828966474045401e-07,0.3,0.1281522814473771
1230,1419,2.9807324409999995e-06,3.929179978202493e-05,-4.180838216802721e-18,-6.36974844264294e-07,0.3,0.8983807568799616
1231,1436,3.3935058116e-06,4.716598621332477e-05,-2.116510237367145e-17,-2.6225747370889485e-06,0.3,1.0
1232,1246,3.7579767704e-06,6.878315177510849e-06,-3.0458311893155944e-17,-3.200453806647537e-06,0.3,1.0
1233,1243,3.4131822586e-06,6.960477932315066e-05,-9.164985406384208e-18,-1.1251454906521756e-06,0.3,1.0
1234,1476,3.1154081822e-06,8.343927706674185e-05,-1.8133787468898654e-17,-2.575682204587401e-06,0.3,0.5031854599768335
1234,1542,6.647575378399999e-06,7.006888093828842e-05,-3.677980374638059e-16,-1.4438496143137534e-05,0.3,0.5896043141544293
1235,1278,3.0924258232e-06,1.804915909490564e-05,-1.0528863268300634e-18,-1.5131985428387394e-07,0.3,0.25344530336691146
1235,1589,3.8428137302e-06,9.446118578370168e-05,-1.8440272706113134e-17,-1.868332201986712e-06,0.3,0.731985040683701
1236,1321,4.447216510799999e-06,1.985300667219901e-05,-4.043966906374464e-17,-3.2165063452106174e-06,0.3,1.0
1237,1451,4.5049853324e-06,5.175517243930367e-05,2.57323533486186e-18,2.002733056810509e-07,0.3,1.0
1238,1472,3.4230377674e-06,6.38939082746826e-05,-3.1785175747160967e-17,-3.88409905352112e-06,0.3,1.0
1239,1279,2.4592227936e-06,3.116671517118377e-05,-1.2015717852501205e-18,-2.529671276609706e-07,0.3,0.13313023096680934
1239,1279,3.2002384662e-06,1.258505747976789e-05,-1.6867197842246986e-17,-2.295482219265364e-06,0.3,0.16794863931095808
1241,1375,3.5305418968e-06,0.0001398377046021,-1.5952731330369153e-17,-1.8547364890490088e-06,0.3,0.3333333333333333
1241,1273,5.9971995354e-06,1.7317108287336763e-05,8.970814653943571e-18,4.245184623906178e-07,0.3,0.3333333333333333
1241,1374,4.1177883148e-06,4.843733519410788e-05,6.981916676422896e-18,6.313861193686803e-07,0.3,0.3333333333333333
1242,1492,3.7579767704e-06,5.726576231885407e-05,-4.608377885323837e-17,-4.842323697154443e-06,0.3,1.0
1243,1271,3.3204827308e-06,6.36300878284625e-05,-2.8656215844378906e-17,-3.676765163104088e-06,0.3,1.0
1244,1260,2.980604887e-06,1.2853006672199011e-05,1.1133672641560906e-17,1.69639431375639e-06,0.3,0.2436236532756458
1244,1338,3.6492066384e-06,2.6877586219651832e-05,-1.838260244572877e-17,-2.0259928794634632e-06,0.3,0.7412241798268027
1245,1593,3.779233694e-06,8.02363250673312e-05,-5.83206974527227e-17,-6.07207421370409e-06,0.3,1.0
1246,6585,3.8836405278e-06,2.992407448406448e-05,-4.805896236307852e-18,-4.785768049919044e-07,0.3,0.14980846128719386
1246,1406,3.3597044944e-06,6.165466737591533e-05,-2.565241565684673e-17,-3.230038587986652e-06,0.3,0.8697500047977007
1247,1311,3.7952878476e-06,1.5438793109825915e-05,-3.71710834045805e-17,-3.843417212921087e-06,0.3,1.0
1248,1343,2.9806566238e-06,2.648455241637956e-05,-1.3558202012753605e-17,-2.065753603526784e-06,0.3,1.0
1249,1422,4.999739647e-06,8.846385661419468e-05,6.737093598129327e-17,4.390325543561922e-06,0.3,0.1834213313053982
1249,6568,4.3528385162e-06,0.0001091173110753,-2.1165764197236717e-17,-1.745152997936011e-06,0.3,0.83372469996127
1250,1549,4.404456138599999e-06,7.367924692336816e-05,-9.269530989948612e-17,-7.493416285261395e-06,0.3,1.0
1251,1498,3.242013216e-06,0.0001191883788872,-1.0325251072964538e-17,-1.376409630990847e-06,0.3,0.3333333333333333
1251,1486,2.9238080978e-06,0.000110156999763,-3.583546191283529e-18,-5.628968941299825e-07,0.3,0.3333333333333333
1251,1283,3.0970270634e-06,3.06814337969452e-05,1.390879726424816e-17,1.994242861489977e-06,0.3,0.3333333333333333
1252,1432,4.4964623452e-06,5.777975198675649e-05,-4.363872523222104e-18,-3.407228930981301e-07,0.3,1.0
1253,1421,3.3396139144e-06,3.885227771433999e-05,-4.822628310830599e-17,-6.131071529119454e-06,0.3,0.28893710827784
1253,1297,4.4392352104e-06,1.4856406460551018e-05,-3.3470797943885224e-17,-2.670261561882756e-06,0.3,0.7003943954196197
1255,1584,3.6061944962e-06,8.408933173953024e-05,-2.167665230896304e-17,-2.435358618028858e-06,0.3,1.0
1256,1529,4.0004954338000005e-06,5.7873457473440816e-05,-7.445740981463592e-17,-7.0622877394682845e-06,0.3,0.17605995085358964
1256,1433,3.7579767704e-06,5.019056576077757e-05,2.5323399056360357e-18,2.6608949698684536e-07,0.3,0.8317576414606318
1257,1531,3.7856726646e-06,6.479340321129427e-05,-3.263767711369988e-17,-3.388662144938485e-06,0.3,1.0
1258,1273,3.4002263546e-06,1.3631545744180545e-05,-2.913473973819104e-17,-3.5986506974453925e-06,0.3,0.3333333333333333
1258,1352,5.9446349144e-06,2.4291799782024928e-05,-5.492009384540433e-17,-2.6402874212755283e-06,0.3,0.3333333333333333
1259,1293,3.3215186596e-06,3.139157588755424e-05,-2.662626241388157e-18,-3.4146047986810425e-07,0.3,0.2922293566246852
1260,1338,2.9808614254e-06,3.1094918401459284e-05,-8.801449932984943e-18,-1.3408598036373937e-06,0.3,1.0
1261,1430,3.678078413e-06,7.487539934607481e-05,-2.679006457377457e-17,-2.9150983585303134e-06,0.3,0.165404774926643
1261,1275,3.4538948536000004e-06,4.916671517118377e-05,-5.6876673450174675e-18,-6.850704415998889e-07,0.3,0.842721289003169
1262,1618,3.0668382644e-06,9.65712133254168e-05,-1.8012379257339472e-17,-2.6231096786335744e-06,0.3,0.5312442599295998
1262,1464,7.010882377599999e-06,4.468070483908618e-05,-3.23843393561457e-16,-1.1524253172898688e-05,0.3,0.5830230659441951
1263,1546,4.0294699668e-06,6.851180279432534e-05,-2.906327147621537e-17,-2.724073022627009e-06,0.3,0.3759971274317479
1263,1280,6.6115970612e-06,7.292528739883945e-06,-2.3234169426127114e-16,-9.212165664675194e-06,0.3,0.6409382927018471
1264,1314,3.4137349128e-06,2.5580928733556862e-05,6.34246251800579e-18,7.784341869911417e-07,0.3,0.2781062622664573
1264,1434,4.418540001e-06,3.533828804643757e-05,3.0184335293591972e-18,2.427041788762033e-07,0.3,0.709835144458203
1265,1305,3.2751846314e-06,1.5999271042140982e-05,2.4190976391030533e-18,3.1727809847016255e-07,0.3,0.31386011292484056
1265,1360,4.601557731599999e-06,2.1585057479767884e-05,-2.298540978574196e-17,-1.7259874941880945e-06,0.3,0.680589918116097
1266,1725,6.3903036118e-06,0.000102843291264,-3.642551506470606e-16,-1.5368812175808695e-05,0.3,0.19860500406682768
1266,1310,5.226129055e-06,1.6220731970159452e-05,-9.241970079229343e-17,-5.577974840693574e-06,0.3,0.8251142612389097
1267,1332,3.8377478122000005e-06,2.912022690677112e-05,-1.8525625407960198e-17,-1.8810314016783848e-06,0.3,0.1261740836745234
1267,1409,3.0244882106e-06,2.794938298937632e-05,-1.5988971278722976e-17,-2.3803905435464936e-06,0.3,0.9062939741239905
1268,1771,4.958457469999999e-06,0.0001314911069921,1.6476349223684278e-17,1.0891448407890217e-06,0.3,1.0
1269,6596,3.9440603256e-06,2.512022690677112e-05,1.5538247601852848e-17,1.5086367928967825e-06,0.3,0.2568028745946919
1269,1334,4.7375469208e-06,1.8366996340101422e-05,1.2578062015249121e-17,8.989200226373231e-07,0.3,0.7312088618523398
1270,1910,3.3211722374e-06,0.000178210771561,-2.0170107000510887e-17,-2.587086430840852e-06,0.3,0.16567514694319463
1270,1981,3.2535440922e-06,0.0001589627892129,-2.117624945508519e-17,-2.8069492854250997e-06,0.3,0.836961086336679
1271,1288,5.8371977806e-06,1.3853006672199014e-05,-5.1942912324576057e-17,-2.5799187021083774e-06,0.3,1.0
1272,6577,3.7245423794e-06,3.855974897445605e-05,7.852174854792708e-17,8.371668368156486e-06,0.3,0.19537776510215177
1273,1695,3.1699640750000004e-06,0.0001049635181708,-2.0163925084249774e-17,-2.7860106449648664e-06,0.3,1.0
1274,1320,3.3219351768e-06,8.321174551987839e-05,-5.846919521906807e-18,-7.496701122373494e-07,0.3,0.30792579325625574
1274,1444,4.6048784256e-06,4.475857222765567e-05,-1.305135551438065e-16,-9.788375837429902e-06,0.3,0.6851032397777196
1275,1706,3.5242106914000003e-06,0.0001244521993334,-1.75660902562407e-17,-2.048234118784585e-06,0.3,1.0
1276,1310,3.0244882106e-06,4.411609816056009e-05,2.3815383458080044e-17,3.5455635379110582e-06,0.3,0.2385850132463223
1276,1569,3.6537749768e-06,6.90367728562726e-05,-1.654905606192815e-17,-1.8202174702327892e-06,0.3,0.7464881450277474
1277,1476,3.856866598199999e-06,4.075250160881067e-05,-1.9953609003845218e-17,-2.009629371494536e-06,0.3,1.0
1278,1638,3.7333602906e-06,7.840862690044403e-05,-2.0198958518876574e-17,-2.145263176147908e-06,0.3,1.0
1279,1389,3.3187236786e-06,2.7023850589593804e-05,-1.8068769627496968e-17,-2.3202988756038526e-06,0.3,1.0
1280,1329,3.3366577626e-06,3.78734574734408e-05,-3.4919516999361016e-17,-4.445664907031392e-06,0.3,0.4101057329993066
1280,1606,5.79449749e-06,7.177635219840447e-05,-1.9742217726191896e-16,-9.934815256310662e-06,0.3,0.6232444016202536
1281,1315,4.696256160799999e-06,1.96814337969452e-05,-2.6026088612519188e-17,-1.8879300374704656e-06,0.3,0.21227307691289488
1281,1315,4.7375469208e-06,1.0120955864630137e-05,-5.3064948365031714e-17,-3.792408125171573e-06,0.3,0.21317531879602264
1282,1300,5.4867858886e-06,1.002457954745282e-05,1.3448129815500044e-18,7.453845016088125e-08,0.3,0.3333333333333333
1282,2431,3.4094920158e-06,0.0002541533549737,-5.978285423641727e-18,-7.352041115920605e-07,0.3,0.3333333333333333
1282,1300,7.635041713799999e-06,1.1438793109825916e-05,4.6334724421129904e-18,1.4057382761467834e-07,0.3,0.3333333333333333
1283,1485,4.0509943962e-06,4.5701884598187e-05,-4.4609527536425336e-17,-4.144630411021819e-06,0.3,1.0
1284,1504,4.6334052086e-06,6.251860237102937e-05,-4.5681851700412266e-17,-3.3904302517248877e-06,0.3,0.11317362279572857
1284,1339,2.927293539e-06,1.2803118619434353e-05,-2.824127003512488e-17,-4.427733356547212e-06,0.3,0.9455572703015418
1285,1398,3.2674906254e-06,3.679826091536432e-05,-2.807264879666807e-17,-3.695745314595554e-06,0.3,0.22374604818442034
1285,1970,3.7556145192e-06,0.0001442068878158,-1.931085593119217e-17,-2.0311966781887293e-06,0.3,0.7635743763670546
1286,1442,4.0519366264e-06,4.865539633377435e-05,3.900363341114817e-18,3.622401471283388e-07,0.3,1.0
1287,1446,4.486942767999999e-06,3.648455241637954e-05,-3.291552452451128e-17,-2.579171539599842e-06,0.3,1.0
1288,6592,4.3781528472e-06,7.163348761681452e-05,-1.7614282794651403e-16,-1.4382947609306668e-05,0.3,0.3333333333333333
1288,6559,4.3445391654e-06,7.713994875015389e-05,1.1033255293203543e-16,9.126198348662145e-06,0.3,0.3333333333333333
1289,1734,5.013195514599999e-06,0.0001141165821174,5.282571033756538e-16,3.4265499177028744e-05,0.3,1.0
1290,1353,3.2733802796e-06,2.373132184970985e-05,-6.685838487667491e-17,-8.776573323349758e-06,0.3,0.1725318717611012
1291,6578,4.0894546508e-06,2.790216576710465e-05,6.575258827682206e-17,6.014414095912564e-06,0.3,0.3333333333333333
1291,1353,3.3336217404e-06,3.4412755646655066e-05,-1.1482167854159281e-16,-1.4639472699155844e-05,0.3,0.3333333333333333
1291,1316,4.207456112e-06,1.2803118619434353e-05,4.906909026476952e-17,4.281647351581669e-06,0.3,0.3333333333333333
1292,1376,3.751876831e-06,2.7073738642358463e-05,-7.907386167191743e-17,-8.330815999854663e-06,0.3,0.29980714020292787
1292,1508,5.0632362366e-06,4.16062372388687e-05,-2.7310869329952113e-16,-1.741405785553551e-05,0.3,0.6916946800820829
1294,1550,2.4585282801999992e-06,8.001826392766475e-05,-1.2441496320215917e-19,-2.620790570323656e-08,0.3,0.4693196562688278
1294,1439,4.4975643158e-06,3.787685726179281e-05,-7.960829277412624e-18,-6.21309923423396e-07,0.3,0.5942147178492627
1295,1542,2.464496851e-06,6.216938600167677e-05,-1.389339303669595e-19,-2.9124729825415585e-08,0.3,0.3512008612579998
